class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,"object returned by `info.get(""Duration"")` could be null and is dereferenced at line 64",HIGH,64,"void PlayerPresenter$1.onMusicInfo(String,HashMap)","in.peerreview.fmradioindia.activities.player.PlayerPresenter$1.onMusicInfo(java.lang.String,java.uti.59320bf2c865ff2fe73228a35e15a355",app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java,"{""trace"":[{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":53,""column_number"":-1,""description"":""start of procedure onMusicInfo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void PlayerPresenter$1.onMusicInfo(String,HashMap)""},{""tag"":""name_id"",""value"":""in.peerreview.fmradioindia.activities.player.PlayerPresenter$1.onMusicInfo(java.lang.String,java.uti.59320bf2c865ff2fe73228a35e15a355""}]},{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":54,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":57,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":60,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":63,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""app/src/main/java/in/peerreview/fmradioindia/activities/player/PlayerPresenter.java"",""line_number"":64,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","51734963","<qualifier_tags><bucket>B2</bucket><line>64</line><value>info.get(&quot;Duration&quot;)</value></qualifier_tags>","1004390896","1","false",""
